timestamp,pressure,current,temperature_oil,temperature_air
2025-01-01T07:02:00,6.8815,20.9574,80.0733,40.8499
2025-01-01T07:03:00,6.5795,19.6206,84.7526,46.0933
2025-01-01T07:04:00,6.7191,20.0724,82.1552,43.5905
2025-01-01T07:05:00,5.7822,20.2095,84.0586,45.1963
2025-01-01T07:06:00,6.7378,19.5640,84.7260,43.5305
2025-01-01T07:07:00,6.8766,21.6892,83.8231,47.7164
2025-01-01T07:08:00,6.5216,21.9651,87.4551,42.4659
2025-01-01T07:09:00,7.7858,20.3415,85.3328,46.1521
2025-01-01T07:10:00,6.5600,21.0984,84.0873,45.1027
2025-01-01T07:11:00,6.9500,21.9532,85.8274,46.6929
2025-01-01T07:12:00,6.2743,20.5147,88.4618,45.3144
2025-01-01T07:13:00,6.7283,21.4052,83.4968,48.1571
2025-01-01T07:14:00,6.2272,20.7637,85.8493,46.6328
2025-01-01T07:15:00,6.7734,21.0197,85.7954,47.9210
2025-01-01T07:16:00,6.3535,19.9009,86.7700,45.3113
2025-01-01T07:17:00,6.1896,20.4689,84.2767,47.1460
2025-01-01T07:18:00,6.2422,23.4052,89.2930,43.7177
2025-01-01T07:19:00,6.8397,20.4602,89.6583,47.7692
2025-01-01T07:20:00,6.9999,21.2711,88.8559,47.3036
2025-01-01T07:21:00,6.9013,22.6918,90.7341,48.9759
2025-01-01T07:22:00,5.5980,23.3413,86.6903,43.7848
2025-01-01T07:23:00,6.9579,20.8498,90.7821,46.3497
2025-01-01T07:24:00,7.6056,21.3102,93.3560,48.8506
2025-01-01T07:25:00,6.4143,21.3941,93.3234,47.6868
2025-01-01T07:26:00,6.1261,22.1418,90.5836,54.0843
2025-01-01T07:27:00,6.8798,19.6027,85.7047,48.4435
2025-01-01T07:28:00,6.7263,22.6563,89.0862,46.3298
2025-01-01T07:29:00,5.4223,20.1616,90.9109,50.8385
2025-01-01T07:30:00,6.3242,23.7413,93.6573,49.4818
2025-01-01T07:31:00,7.0276,21.3717,93.1659,47.5387
2025-01-01T07:32:00,6.1823,23.1149,92.3135,49.0747
2025-01-01T07:33:00,6.6971,20.9296,94.2429,51.0534
2025-01-01T07:34:00,6.4066,21.9882,93.0757,47.0860
2025-01-01T07:35:00,7.1048,22.7305,93.7424,48.7841
2025-01-01T07:36:00,6.6473,23.4740,95.8338,60.2276
2025-01-01T07:37:00,5.6878,23.6500,95.5336,43.9387
2025-01-01T07:38:00,6.2788,21.9406,102.9934,47.4522
2025-01-01T07:39:00,6.3957,22.6455,103.4483,49.5820
2025-01-01T07:40:00,6.1950,23.2849,100.9555,49.7687
2025-01-01T07:41:00,5.8467,23.3561,104.6054,54.9324
2025-01-01T07:42:00,6.7109,22.2094,99.8369,50.7448
2025-01-01T07:43:00,6.0405,23.6244,95.9378,52.9995
2025-01-01T07:44:00,6.6372,22.9778,95.7934,50.9959
2025-01-01T07:45:00,6.3584,24.0410,99.3468,54.6337
2025-01-01T07:46:00,6.2473,22.4266,101.2063,48.0738
2025-01-01T07:47:00,6.9512,22.2496,98.7835,53.8531
2025-01-01T07:48:00,5.7079,22.6832,102.8170,50.7435
2025-01-01T07:49:00,6.3128,23.3358,104.7500,51.6806
2025-01-01T07:50:00,6.4562,22.1458,104.5841,50.7183
2025-01-01T07:51:00,6.0137,23.1718,99.9048,51.4315
2025-01-01T07:52:00,5.8282,23.0387,106.5242,56.8766
2025-01-01T07:53:00,5.5456,23.0954,106.1365,57.2469
2025-01-01T07:54:00,6.3293,23.8436,99.7138,56.1132
2025-01-01T07:55:00,5.9512,23.1070,104.3436,52.8942
2025-01-01T07:56:00,5.4758,22.6580,108.6505,50.9343
2025-01-01T07:57:00,6.5409,23.1106,102.9461,51.8667
2025-01-01T07:58:00,4.5778,22.7956,105.1428,49.3181
2025-01-01T07:59:00,7.0273,24.3604,110.1107,55.6688
2025-01-01T08:00:00,6.0083,22.9383,108.8978,49.6998
2025-01-01T08:01:00,6.3724,21.4922,104.3731,58.5241
2025-01-01T08:02:00,6.3839,22.7215,109.0478,49.6469
2025-01-01T08:03:00,6.6539,22.6233,106.2489,52.0604
2025-01-01T08:04:00,5.7117,23.5951,105.9141,55.0540
2025-01-01T08:05:00,6.4415,23.0869,113.7182,53.6348
2025-01-01T08:06:00,5.6236,24.5532,110.3018,55.4513
2025-01-01T08:07:00,6.0667,23.9607,109.1878,60.1121
2025-01-01T08:08:00,5.2514,25.1311,109.9802,53.4297
2025-01-01T08:09:00,5.5228,26.0889,111.9218,50.1357
2025-01-01T08:10:00,5.3602,22.2184,115.0115,51.7068
2025-01-01T08:11:00,6.8081,23.9147,115.2927,50.1926
2025-01-01T08:12:00,4.9969,23.3259,115.9151,58.3656
2025-01-01T08:13:00,5.7128,23.4219,114.5731,56.1276
2025-01-01T08:14:00,5.5384,25.9414,108.7383,51.0695
2025-01-01T08:15:00,6.2530,23.8188,114.9051,54.2256
2025-01-01T08:16:00,5.6135,23.4548,111.3056,59.3556
2025-01-01T08:17:00,6.2928,22.6336,114.3987,53.1793
2025-01-01T08:18:00,6.4467,22.8720,114.1554,52.3723
2025-01-01T08:19:00,6.6282,23.3930,112.5824,48.0985
