timestamp,vibration,pressure_in,pressure_out,flow_rate
2025-01-01T07:02:00,0.9756,3.3445,6.9841,115.6429
2025-01-01T07:03:00,0.7221,2.4414,7.4394,126.0155
2025-01-01T07:04:00,0.7595,3.0837,6.8248,106.6004
2025-01-01T07:05:00,0.6267,3.4906,6.3589,111.5876
2025-01-01T07:06:00,0.8301,3.2788,7.1444,99.5630
2025-01-01T07:07:00,0.6347,2.9827,7.9802,91.1636
2025-01-01T07:08:00,0.8278,3.0316,7.1088,109.9591
2025-01-01T07:09:00,0.8864,2.6741,8.1928,114.8195
2025-01-01T07:10:00,0.9619,2.9160,8.4137,111.2449
2025-01-01T07:11:00,0.7203,3.3428,6.0689,101.3123
2025-01-01T07:12:00,0.7221,2.7707,7.6833,114.8619
2025-01-01T07:13:00,0.7627,3.4010,6.7761,92.9955
2025-01-01T07:14:00,0.8240,3.2769,6.9016,107.8656
2025-01-01T07:15:00,0.7592,2.8816,7.1832,115.1006
2025-01-01T07:16:00,0.6848,3.1182,6.7877,108.4076
2025-01-01T07:17:00,0.5963,3.1453,6.9923,123.7713
2025-01-01T07:18:00,0.6817,3.2944,6.3773,95.5824
2025-01-01T07:19:00,0.5710,3.5210,6.6775,77.3310
2025-01-01T07:20:00,0.9640,2.3853,6.8216,93.4011
2025-01-01T07:21:00,0.6213,3.3017,6.6725,104.2837
2025-01-01T07:22:00,1.0936,3.0039,6.1180,93.0425
2025-01-01T07:23:00,0.6763,3.0832,6.8039,98.8022
2025-01-01T07:24:00,0.7396,2.3752,5.9270,108.2896
2025-01-01T07:25:00,1.1046,2.4194,6.4861,75.5197
2025-01-01T07:26:00,0.8308,2.5745,6.7132,103.3020
2025-01-01T07:27:00,0.9306,2.6628,5.8614,114.2828
2025-01-01T07:28:00,0.6822,2.6520,6.3468,86.4198
2025-01-01T07:29:00,0.8648,3.4498,5.4020,80.2043
2025-01-01T07:30:00,0.6450,2.8344,5.1677,99.8748
2025-01-01T07:31:00,0.8596,3.1050,7.0458,94.1232
2025-01-01T07:32:00,0.9339,3.1180,6.8419,111.5743
2025-01-01T07:33:00,1.0043,3.0220,6.2758,87.0246
2025-01-01T07:34:00,0.7349,3.0147,5.6359,99.6613
2025-01-01T07:35:00,0.9200,2.7245,5.2946,106.8255
2025-01-01T07:36:00,0.8656,2.7371,5.9007,79.5563
2025-01-01T07:37:00,0.7839,2.7748,6.6163,93.0866
2025-01-01T07:38:00,0.8047,3.0638,5.7528,111.3700
2025-01-01T07:39:00,0.7998,3.0993,5.9607,78.6803
2025-01-01T07:40:00,0.7216,2.9636,6.4958,66.9574
2025-01-01T07:41:00,0.6944,2.9169,6.3009,82.9811
2025-01-01T07:42:00,0.9868,2.8048,6.3816,88.6396
2025-01-01T07:43:00,0.6892,3.0089,6.2766,75.6720
2025-01-01T07:44:00,1.2042,3.4040,6.3266,66.3593
2025-01-01T07:45:00,0.5535,2.3317,6.1630,92.8746
2025-01-01T07:46:00,0.6077,3.1653,5.6635,95.4522
2025-01-01T07:47:00,0.7571,2.9209,6.3214,95.4961
2025-01-01T07:48:00,0.6879,2.4516,5.5652,77.6370
2025-01-01T07:49:00,0.6297,3.0554,6.9085,96.0588
2025-01-01T07:50:00,0.7211,2.2932,5.5148,99.8058
2025-01-01T07:51:00,0.5979,3.0854,4.4289,89.4193
2025-01-01T07:52:00,0.8304,3.1160,5.3601,88.2644
2025-01-01T07:53:00,0.7871,3.0844,6.4502,69.8297
2025-01-01T07:54:00,0.9057,2.9228,5.1309,97.8879
2025-01-01T07:55:00,1.0599,2.8166,4.9598,94.3930
2025-01-01T07:56:00,0.5828,2.6644,6.2092,119.3603
2025-01-01T07:57:00,0.5736,3.3390,4.6450,103.4983
2025-01-01T07:58:00,0.6663,3.2523,6.4447,94.6804
2025-01-01T07:59:00,0.7367,3.6212,5.2381,102.1776
2025-01-01T08:00:00,0.7583,3.2491,5.0597,92.9970
2025-01-01T08:01:00,1.0825,2.9396,4.9169,57.9650
2025-01-01T08:02:00,0.7856,2.8403,4.6946,117.5212
2025-01-01T08:03:00,1.0644,2.7612,5.7193,91.0986
2025-01-01T08:04:00,0.9013,3.1309,5.5978,89.8557
2025-01-01T08:05:00,0.8906,2.9611,4.8148,85.9571
2025-01-01T08:06:00,0.9613,3.2255,4.6169,91.7228
2025-01-01T08:07:00,1.0394,3.2360,5.3173,88.8961
2025-01-01T08:08:00,0.7021,3.0119,5.8046,89.5546
2025-01-01T08:09:00,0.8505,3.2028,5.2524,130.8986
2025-01-01T08:10:00,0.6922,3.2133,3.7128,85.3429
2025-01-01T08:11:00,0.7607,3.5268,3.8033,84.5066
2025-01-01T08:12:00,1.1265,2.9616,3.5932,78.3142
2025-01-01T08:13:00,0.5734,2.4859,5.3135,81.8056
2025-01-01T08:14:00,0.8898,3.1366,5.0161,86.6389
2025-01-01T08:15:00,1.0942,2.6593,2.9362,119.0898
2025-01-01T08:16:00,1.0688,2.8382,5.1236,90.3875
2025-01-01T08:17:00,1.0239,2.5123,4.6678,104.2266
2025-01-01T08:18:00,0.4978,2.6612,3.5617,83.2788
2025-01-01T08:19:00,0.9645,2.8722,5.1224,82.7679
