timestamp,pressure_in,pressure_out,flow_rate,vibration
2025-01-01T07:07:00,4.9853,8.036,132.0098,0.2925
2025-01-01T07:08:00,4.8772,8.4718,131.2961,0.2101
2025-01-01T07:09:00,4.8721,8.6247,127.0568,0.2702
2025-01-01T07:10:00,4.8694,8.3522,131.8043,0.2413
2025-01-01T07:11:00,5.1293,8.2092,127.2422,0.2505
2025-01-01T07:12:00,4.9128,8.7898,137.823,0.2938
2025-01-01T07:13:00,3.9427,7.5729,124.8851,0.2334
2025-01-01T07:14:00,4.5852,8.8066,127.7154,0.2475
2025-01-01T07:15:00,4.6501,8.7264,141.8833,0.2015
2025-01-01T07:16:00,4.6003,8.8763,134.699,0.2377
2025-01-01T07:17:00,5.0237,8.9135,121.3761,0.2735
2025-01-01T07:18:00,4.9983,8.7875,114.5643,0.2948
2025-01-01T07:19:00,4.6029,8.2323,135.8806,0.2375
2025-01-01T07:20:00,4.4081,8.2745,125.6983,0.218
2025-01-01T07:21:00,5.4313,7.5588,112.8876,0.2406
2025-01-01T07:22:00,4.6311,8.667,134.2013,0.464
2025-01-01T07:23:00,4.5235,8.1311,120.2258,0.1733
2025-01-01T07:24:00,4.4126,8.17,114.8066,0.1797
2025-01-01T07:25:00,4.4363,8.8522,119.7686,0.2626
2025-01-01T07:26:00,5.2134,8.3724,121.7213,0.4562
2025-01-01T07:27:00,4.1705,7.7373,133.1845,0.6562
2025-01-01T07:28:00,4.3265,8.8719,131.189,0.2463
2025-01-01T07:29:00,5.765,8.16,119.0933,0.2287
2025-01-01T07:30:00,4.8069,8.0603,126.9612,0.2331
2025-01-01T07:31:00,5.6238,8.5681,108.7942,0.2253
2025-01-01T07:32:00,4.4851,9.1057,130.5624,0.2148
2025-01-01T07:33:00,4.9124,8.5,132.8777,0.5118
2025-01-01T07:34:00,4.8126,7.9601,132.1644,0.5044
2025-01-01T07:35:00,5.1057,8.4052,113.4411,0.2009
2025-01-01T07:36:00,4.8779,7.6399,120.6867,0.1926
2025-01-01T07:37:00,5.3338,8.9532,130.5646,0.2399
2025-01-01T07:38:00,4.2686,7.9431,118.6356,0.2201
2025-01-01T07:39:00,4.7674,9.3896,119.3319,0.2936
2025-01-01T07:40:00,5.1857,8.0308,129.6555,0.2245
2025-01-01T07:41:00,4.2934,8.3517,122.6072,0.2142
2025-01-01T07:42:00,4.6621,7.0541,127.637,0.4951
2025-01-01T07:43:00,5.1948,8.3084,125.1542,0.2462
2025-01-01T07:44:00,4.3759,8.2689,128.3132,0.2423
2025-01-01T07:45:00,4.5985,8.4421,135.666,0.2274
2025-01-01T07:46:00,5.5378,7.9481,89.7064,0.2803
2025-01-01T07:47:00,4.8379,8.226,119.8412,0.237
2025-01-01T07:48:00,4.8631,8.959,124.2778,0.2616
2025-01-01T07:49:00,4.4809,7.8649,137.098,0.2408
2025-01-01T07:50:00,5.2266,8.4829,115.6597,0.2011
2025-01-01T07:51:00,5.3334,8.6717,82.8612,0.2281
2025-01-01T07:52:00,4.4511,8.986,113.978,0.2341
2025-01-01T07:53:00,4.5466,8.9123,98.7763,0.235
2025-01-01T07:54:00,4.4559,8.8285,136.5162,0.2194
2025-01-01T07:55:00,4.4472,8.4598,120.7001,0.2703
2025-01-01T07:56:00,5.2687,9.0043,111.0003,0.5366
2025-01-01T07:57:00,5.6155,9.2485,115.9694,0.218
2025-01-01T07:58:00,4.9155,8.2781,131.9959,0.2636
2025-01-01T07:59:00,4.9131,8.9311,135.8067,0.2253
2025-01-01T08:00:00,5.2666,7.8383,120.3537,0.2143
2025-01-01T08:01:00,4.0058,7.9796,117.5838,0.2265
2025-01-01T08:02:00,5.0639,8.9225,137.4041,0.2525
2025-01-01T08:03:00,5.0154,9.1127,126.2614,0.2027
2025-01-01T08:04:00,5.0128,8.287,125.3571,0.2169
2025-01-01T08:05:00,4.8239,8.7436,120.6673,0.2088
2025-01-01T08:06:00,4.4747,8.7751,119.5178,0.2058
2025-01-01T08:07:00,4.4265,9.7592,123.0179,0.2109
2025-01-01T08:08:00,4.9622,9.0656,126.6441,0.6433
2025-01-01T08:09:00,4.0942,8.7303,138.5875,0.2647
2025-01-01T08:10:00,5.3682,9.164,110.6943,0.2031
2025-01-01T08:11:00,4.9829,8.1034,123.7738,0.2493
2025-01-01T08:12:00,4.2829,8.6367,135.8327,0.2097
2025-01-01T08:13:00,4.634,7.902,143.6992,0.2374
2025-01-01T08:14:00,4.2836,8.439,123.8899,0.2317
2025-01-01T08:15:00,4.8707,8.7103,129.8983,0.2187
2025-01-01T08:16:00,4.5433,9.2204,134.7132,0.2336
2025-01-01T08:17:00,4.5213,8.0093,131.0088,0.2442
2025-01-01T08:18:00,5.7223,7.7375,129.1427,0.2301
2025-01-01T08:19:00,5.0718,8.6691,131.3787,0.2827
